"X","site","block","plot","position_x","position_y","species","sp","mother","micro_topography","light","sand","time","height","diameter","survival","flood"
9033,"A1","G","Low",40,0,"Shorea gibbosa","Sgib","Sgib1",31.2266666666667,18,35.921,12,NA,NA,NA,"dry"
9034,"A1","G","Low",40,40,"Shorea smithiana","Ssmi","9HSsmi4m",32.1266666666667,18,35.921,12,NA,3.67,1,"dry"
9035,"A1","G","Low",40,80,"Dryobalanops lanceolata","Dry","Dry1",30.2266666666667,18,35.921,12,NA,3.54499647390516,1,"dry"
9036,"A1","G","Low",40,120,"Shorea beccariana","Sbec","Sbec1",25.7266666666667,18,35.921,12,NA,NA,NA,"dry"
9037,"A1","G","Low",40,160,"Shorea waltonii","Swal","Swal1",26.4266666666667,18,35.921,12,NA,NA,NA,"dry"
9038,"A1","G","Low",40,200,"Shorea leprosula","Slep","8PSlep2a",26.4266666666667,18,35.921,12,NA,NA,NA,"dry"
9039,"A1","G","Low",40,240,"Parashorea malaanonan","Pmal","8LPmal9m",26.1266666666667,18,35.921,12,235,NA,NA,"dry"
9040,"A1","G","Low",40,280,"Dryobalanops lanceolata","Dry","Dry1",24.7266666666667,18,35.921,12,210,NA,NA,"dry"
9041,"A1","G","Low",80,0,"Shorea seminis","Ssem","Ssem1",30.1266666666667,18,35.921,12,NA,NA,NA,"dry"
9042,"A1","G","Low",80,40,"Shorea macroptera","Smac","Smac1",27.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9043,"A1","G","Low",80,80,"Shorea gibbosa","Sgib","Sgib1",27.6266666666667,18,35.921,12,150,NA,NA,"dry"
9044,"A1","G","Low",80,120,"Shorea seminis","Ssem","Ssem1",26.1266666666667,18,35.921,12,290,3.25998466254061,0,"dry"
9045,"A1","G","Low",80,160,"Shorea falciferoides","Sfal","Sfal1",25.5266666666667,18,35.921,12,NA,1.79997222200788,1,"dry"
9046,"A1","G","Low",80,200,"Parashorea malaanonan","Pmal","9LPmal7m",24.6266666666667,18,35.921,12,65,NA,NA,"dry"
9047,"A1","G","Low",80,240,"Shorea xanthophylla","Sxan","11HSxan1a",24.9266666666667,18,35.921,12,290,NA,NA,"dry"
9048,"A1","G","Low",80,280,"Shorea seminis","Ssem","Ssem1",24.1266666666667,18,35.921,12,NA,NA,NA,"dry"
9049,"A1","G","Low",120,0,"Shorea xanthophylla","Sxan","Sxan3RDCm",30.9266666666667,18,35.921,12,NA,NA,NA,"dry"
9050,"A1","G","Low",120,40,"Shorea parvifolia","Spar","Spar1RDC",29.6266666666667,18,35.921,12,NA,NA,NA,"dry"
9051,"A1","G","Low",120,80,"Shorea acuminatissima","Sacu","9OSacu3",28.0266666666667,18,35.921,12,NA,NA,NA,"dry"
9052,"A1","G","Low",120,120,"Parashorea tomentella","Ptom","PtomRDC4a",26.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9053,"A1","G","Low",120,160,"Shorea falciferoides","Sfal","Sfal1",27.6266666666667,18,35.921,12,NA,NA,NA,"dry"
9054,"A1","G","Low",120,200,"Shorea beccariana","Sbec","Sbec1",28.3266666666667,18,35.921,12,NA,NA,NA,"dry"
9055,"A1","G","Low",120,240,"Shorea parvifolia","Spar","Spar1RDC",27.3266666666667,18,35.921,12,255,2.91,0,"dry"
9056,"A1","G","Low",120,280,"Shorea parvifolia","Spar","9QSpar10",25.3266666666667,18,35.921,12,200,2.32,0,"dry"
9057,"A1","G","Low",160,0,"Shorea smithiana","Ssmi","Ssmi5a",30.9266666666667,18,35.921,12,NA,NA,NA,"dry"
9058,"A1","G","Low",160,40,"Shorea gibbosa","Sgib","Sgib1",30.1266666666667,18,35.921,12,NA,NA,NA,"dry"
9059,"A1","G","Low",160,80,"Shorea xanthophylla","Sxan","Sxan3RDCm",30.8266666666667,18,35.921,12,210,3.84499674902333,1,"dry"
9060,"A1","G","Low",160,120,"Shorea beccariana","Sbec","Sbec1",30.3266666666667,18,35.921,12,190,NA,NA,"dry"
9061,"A1","G","Low",160,160,"Shorea pauciflora","Spau","Spau1",28.3266666666667,18,35.921,12,NA,NA,NA,"dry"
9062,"A1","G","Low",160,200,"Shorea gibbosa","Sgib","Sgib1",27.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9063,"A1","G","Low",160,240,"Shorea pauciflora","Spau","Spau1",26.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9064,"A1","G","Low",160,280,"Shorea parvifolia","Spar","9PSpar2",26.2266666666667,18,35.921,12,NA,NA,NA,"dry"
9065,"A1","G","Low",200,0,"Parashorea tomentella","Ptom","8LPtom6a",32.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9066,"A1","G","Low",200,40,"Shorea leprosula","Slep","8QSlep4m",33.0266666666667,18,35.921,12,NA,NA,1,"dry"
9067,"A1","G","Low",200,80,"Shorea xanthophylla","Sxan","9KSxan29a",32.3266666666667,18,35.921,12,NA,3.26499617151384,1,"dry"
9068,"A1","G","Low",200,120,"Shorea waltonii","Swal","Swal1",29.6266666666667,18,35.921,12,NA,4.71499734888579,0,"dry"
9069,"A1","G","Low",200,160,"Parashorea malaanonan","Pmal","12HPmal1a",29.7266666666667,18,35.921,12,NA,5.24999047618184,1,"dry"
9070,"A1","G","Low",200,200,"Shorea falciferoides","Sfal","Sfal1",29.1266666666667,18,35.921,12,165,NA,NA,"dry"
9071,"A1","G","Low",200,240,"Shorea smithiana","Ssmi","Ssmi3a",28.0266666666667,18,35.921,12,NA,3.90499679897436,1,"dry"
9072,"A1","G","Low",200,280,"Shorea macroptera","Smac","Smac1",28.2266666666667,18,35.921,12,NA,3.32499624059938,0,"dry"
9073,"A1","G","Low",240,0,"Shorea waltonii","Swal","Swal1",32.3266666666667,18,35.921,12,NA,NA,1,"dry"
9074,"A1","G","Low",240,40,"Shorea waltonii","Swal","Swal1",32.2266666666667,18,35.921,12,NA,NA,1,"dry"
9075,"A1","G","Low",240,80,"Shorea seminis","Ssem","Ssem1",32.2266666666667,18,35.921,12,NA,NA,NA,"dry"
9076,"A1","G","Low",240,120,"Shorea falciferoides","Sfal","Sfal1",30.9266666666667,18,35.921,12,NA,2.09,1,"dry"
9077,"A1","G","Low",240,160,"Shorea beccariana","Sbec","Sbec1",29.1266666666667,18,35.921,12,NA,NA,NA,"dry"
9078,"A1","G","Low",240,200,"Shorea mecistopteryx","Smec","Smec1",29.0266666666667,18,35.921,12,210,NA,NA,"dry"
9079,"A1","G","Low",240,240,"Shorea macroptera","Smac","Smac1",28.6266666666667,18,35.921,12,NA,5.26,0,"dry"
9080,"A1","G","Low",240,280,"Dryobalanops lanceolata","Dry","Dry1",25.8266666666667,18,35.921,12,NA,4.47499720670304,1,"dry"
9081,"A1","G","Low",280,0,"Shorea smithiana","Ssmi","Ssmi2m",21.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9082,"A1","G","Low",280,40,"Parashorea malaanonan","Pmal","9JPmal1a",22.2266666666667,18,35.921,12,200,NA,NA,"dry"
9083,"A1","G","Low",280,80,"Shorea mecistopteryx","Smec","Smec1",22.8266666666667,18,35.921,12,NA,NA,NA,"dry"
9084,"A1","G","Low",280,120,"Shorea macroptera","Smac","Smac1",22.3266666666667,18,35.921,12,295,NA,NA,"dry"
9085,"A1","G","Low",280,160,"Shorea leprosula","Slep","8PSlep4m",23.5266666666667,18,35.921,12,330,2.34997872330794,0,"dry"
9086,"A1","G","Low",280,200,"Shorea acuminatissima","Sacu","9OSacu3",21.9266666666667,18,35.921,12,260,NA,NA,"dry"
9087,"A1","G","Low",280,240,"Shorea pauciflora","Spau","Spau1",23.2266666666667,18,35.921,12,230,NA,0,"dry"
9088,"A1","G","Low",280,280,"Parashorea tomentella","Ptom","PtomRDC2m",20.9266666666667,18,35.921,12,200,NA,NA,"dry"
9089,"A1","H","High",0,0,"Shorea seminis","Ssem","Ssem1",56.3333333333333,21,35.772,12,640,3.17998427669069,1,"dry"
9090,"A1","H","High",0,40,"Shorea xanthophylla","Sxan","9KSxan2a",55.9333333333333,21,35.772,12,370,3.37499629629426,1,"dry"
9091,"A1","H","High",0,80,"Shorea macroptera","Smac","Smac1",52.0333333333333,21,35.772,12,490,5.1749975845405,1,"dry"
9092,"A1","H","High",0,120,"Shorea falciferoides","Sfal","Sfal1",49.3333333333333,21,35.772,12,310,3.25499615975196,1,"dry"
9093,"A1","H","High",0,160,"Shorea macroptera","Smac","Smac1",50.0333333333333,21,35.772,12,NA,5.46,1,"dry"
9094,"A1","H","High",0,200,"Shorea smithiana","Ssmi","Ssmi3a",50.0333333333333,21,35.772,12,250,3.97499685534467,1,"dry"
9095,"A1","H","High",0,240,"Shorea seminis","Ssem","Ssem1",47.5333333333333,21,35.772,12,456,2.67499532709872,1,"dry"
9096,"A1","H","High",0,280,"Shorea beccariana","Sbec","Sbec1",46.8333333333333,21,35.772,12,280,5.27499763033122,1,"dry"
9097,"A1","H","High",40,0,"Shorea leprosula","Slep","8PSlep4m",59.3333333333333,21,35.772,12,290,NA,NA,"dry"
9098,"A1","H","High",40,40,"Parashorea tomentella","Ptom","PtomRDC4a",53.0333333333333,21,35.772,12,310,NA,NA,"dry"
9099,"A1","H","High",40,80,"Shorea parvifolia","Spar","9QSpar10",52.6333333333333,21,35.772,12,NA,3.39998529408584,1,"dry"
9100,"A1","H","High",40,120,"Shorea mecistopteryx","Smec","Smec1",51.5333333333333,21,35.772,12,NA,6.78499815770056,1,"dry"
9101,"A1","H","High",40,160,"Shorea xanthophylla","Sxan","Sxan2OUa",53.0333333333333,21,35.772,12,475,5.67,1,"dry"
9102,"A1","H","High",40,200,"Shorea pauciflora","Spau","Spau1",52.0333333333333,21,35.772,12,534,4.36499713631063,1,"dry"
9103,"A1","H","High",40,240,"Shorea seminis","Ssem","Ssem1",48.1333333333333,21,35.772,12,230,4.29499708963813,1,"dry"
9104,"A1","H","High",40,280,"Shorea beccariana","Sbec","Sbec1",46.0333333333333,21,35.772,12,450,4.67499732620244,NA,"dry"
9105,"A1","H","High",80,0,"Shorea mecistopteryx","Smec","Smec1",57.8333333333333,21,35.772,12,130,6.07,1,"dry"
9106,"A1","H","High",80,40,"Parashorea malaanonan","Pmal","9JPmal1a",53.9333333333333,21,35.772,12,200,NA,NA,"dry"
9107,"A1","H","High",80,80,"Shorea falciferoides","Sfal","Sfal1",51.3333333333333,21,35.772,12,130,4.57,1,"dry"
9108,"A1","H","High",80,120,"Shorea seminis","Ssem","Ssem1",52.3333333333333,21,35.772,12,630,3.44499637155106,1,"dry"
9109,"A1","H","High",80,160,"Shorea waltonii","Swal","Swal1",53.6333333333333,21,35.772,12,400,5.8549978650722,1,"dry"
9110,"A1","H","High",80,200,"Shorea acuminatissima","Sacu","8MSacu2",49.8333333333333,21,35.772,12,410,1.92499350648255,1,"dry"
9111,"A1","H","High",80,240,"Shorea falciferoides","Sfal","Sfal1",50.4333333333333,21,35.772,12,520,3.17499606298969,1,"dry"
9112,"A1","H","High",80,280,"Shorea waltonii","Swal","Swal1",49.2333333333333,21,35.772,12,190,5.70499780893911,NA,"dry"
9113,"A1","H","High",120,0,"Shorea waltonii","Swal","Swal1",54.9333333333333,21,35.772,12,375,4.86499743062625,NA,"dry"
9114,"A1","H","High",120,40,"Shorea falciferoides","Sfal","Sfal1",55.0333333333333,21,35.772,12,NA,3.41,1,"dry"
9115,"A1","H","High",120,80,"Shorea smithiana","Ssmi","90Ssmi10m",50.3333333333333,21,35.772,12,316,NA,NA,"dry"
9116,"A1","H","High",120,120,"Shorea parvifolia","Spar","9PSpar2",50.6333333333333,21,35.772,12,370,NA,NA,"dry"
9117,"A1","H","High",120,160,"Shorea macroptera","Smac","Smac1",51.9333333333333,21,35.772,12,476,5.03,1,"dry"
9118,"A1","H","High",120,200,"Shorea smithiana","Ssmi","Ssmi5a",51.0333333333333,21,35.772,12,420,6.18499797898108,1,"dry"
9119,"A1","H","High",120,240,"Parashorea malaanonan","Pmal","8MPmal8m",50.5333333333333,21,35.772,12,234,3.71499663526093,NA,"dry"
9120,"A1","H","High",120,280,"Shorea smithiana","Ssmi","Ssmi2m",48.5333333333333,21,35.772,12,NA,4.01998756216981,NA,"dry"
9121,"A1","H","High",160,0,"Shorea gibbosa","Sgib","Sgib1",55.4333333333333,21,35.772,12,400,NA,NA,"dry"
9122,"A1","H","High",160,40,"Parashorea malaanonan","Pmal","9PmalRDC1m",50.0333333333333,21,35.772,12,370,4.45499719416298,1,"dry"
9123,"A1","H","High",160,80,"Dryobalanops lanceolata","Dry","Dry1",50.6333333333333,21,35.772,12,NA,2.87998263883656,NA,"dry"
9124,"A1","H","High",160,120,"Parashorea tomentella","Ptom","PtomRDC1a",50.0333333333333,21,35.772,12,580,2.0199752473731,1,"dry"
9125,"A1","H","High",160,160,"Shorea macroptera","Smac","Smac1",49.3333333333333,21,35.772,12,340,NA,NA,"dry"
9126,"A1","H","High",160,200,"Shorea leprosula","Slep","9PSlep2m",49.6333333333333,21,35.772,12,150,3.67499659863788,1,"dry"
9127,"A1","H","High",160,240,"Shorea acuminatissima","Sacu","9OSacu3",50.0333333333333,21,35.772,12,240,1.99997499984375,0,"dry"
9128,"A1","H","High",160,280,"Shorea gibbosa","Sgib","Sgib1",47.8333333333333,21,35.772,12,260,NA,NA,"dry"
9129,"A1","H","High",200,0,"Shorea leprosula","Slep","8PSlep2a",54.0333333333333,21,35.772,12,294,3.43499636098788,1,"dry"
9130,"A1","H","High",200,40,"Shorea parvifolia","Spar","9PSpar2",53.0333333333333,21,35.772,12,300,NA,NA,"dry"
9131,"A1","H","High",200,80,"Dryobalanops lanceolata","Dry","Dry1",50.8333333333333,21,35.772,12,130,3.25499615975196,1,"dry"
9132,"A1","H","High",200,120,"Shorea xanthophylla","Sxan","8MSxan9m",50.6333333333333,21,35.772,12,NA,3.56499649368692,1,"dry"
9133,"A1","H","High",200,160,"Shorea beccariana","Sbec","Sbec1",50.4333333333333,21,35.772,12,200,3.95499683944248,NA,"dry"
9134,"A1","H","High",200,200,"Shorea mecistopteryx","Smec","Smec1",49.0333333333333,21,35.772,12,405,7.35499830047567,1,"dry"
9135,"A1","H","High",200,240,"Shorea waltonii","Swal","Swal1",48.6333333333333,21,35.772,12,NA,5.87999149659249,1,"dry"
9136,"A1","H","High",200,280,"Parashorea malaanonan","Pmal","9LPmal9a",46.2333333333333,21,35.772,12,340,NA,NA,"dry"
9137,"A1","H","High",240,0,"Shorea beccariana","Sbec","Sbec1",43.3333333333333,21,35.772,12,280,4.01499688667376,1,"dry"
9138,"A1","H","High",240,40,"Dryobalanops lanceolata","Dry","Dry1",51.3333333333333,21,35.772,12,85,NA,NA,"dry"
9139,"A1","H","High",240,80,"Shorea mecistopteryx","Smec","Smec1",50.9333333333333,21,35.772,12,245,5.41,1,"dry"
9140,"A1","H","High",240,120,"Shorea pauciflora","Spau","Spau1",50.0333333333333,21,35.772,12,NA,3.3649962852877,1,"dry"
9141,"A1","H","High",240,160,"Shorea acuminatissima","Sacu","8MSacu2",57.0333333333333,21,35.772,12,NA,NA,NA,"dry"
9142,"A1","H","High",240,200,"Parashorea tomentella","Ptom","Ptom3RCDm",48.8333333333333,21,35.772,12,450,3.99499687108764,1,"dry"
9143,"A1","H","High",240,240,"Shorea xanthophylla","Sxan","Sxan3RDCm",46.3333333333333,21,35.772,12,NA,3.41499633967593,1,"dry"
9144,"A1","H","High",240,280,"Shorea parvifolia","Spar","Spar1RDC",45.5333333333333,21,35.772,12,310,2.91499571183218,1,"dry"
9145,"A1","H","High",280,0,"Shorea pauciflora","Spau","Spau1",42.0333333333333,21,35.772,12,NA,NA,NA,"dry"
9146,"A1","H","High",280,40,"Dryobalanops lanceolata","Dry","Dry1",39.8333333333333,21,35.772,12,NA,NA,NA,"dry"
9147,"A1","H","High",280,80,"Shorea acuminatissima","Sacu","9OSacu3",47.9333333333333,21,35.772,12,260,NA,NA,"dry"
9148,"A1","H","High",280,120,"Shorea gibbosa","Sgib","Sgib1",48.9333333333333,21,35.772,12,310,2.41499482401102,1,"dry"
9149,"A1","H","High",280,160,"Parashorea tomentella","Ptom","9JPtom14m",47.5333333333333,21,35.772,12,NA,3.92499681528533,1,"dry"
9150,"A1","H","High",280,200,"Shorea pauciflora","Spau","Spau1",47.6333333333333,21,35.772,12,NA,4.24882336653337,1,"dry"
9151,"A1","H","High",280,240,"Shorea gibbosa","Sgib","Sgib1",45.4333333333333,21,35.772,12,NA,NA,0,"dry"
9152,"A1","H","High",280,280,"Shorea leprosula","Slep","12HSlep8a",45.1333333333333,21,35.772,12,300,3.39,1,"dry"
9153,"A1","H","Low",0,0,"Shorea parvifolia","Spar","9QSpar10",23.7333333333333,30,56.374,12,NA,2.86,1,"dry"
9154,"A1","H","Low",0,40,"Shorea acuminatissima","Sacu","9OSacu3",26.0333333333333,30,56.374,12,NA,2.93499574105313,0,"dry"
9155,"A1","H","Low",0,80,"Shorea waltonii","Swal","Swal1",27.0333333333333,30,56.374,12,NA,6.79999264705485,1,"dry"
9156,"A1","H","Low",0,120,"Shorea mecistopteryx","Smec","Smec1",25.8333333333333,30,56.374,12,NA,7.93499842470054,0,"dry"
9157,"A1","H","Low",0,160,"Shorea gibbosa","Sgib","Sgib1",27.1333333333333,30,56.374,12,NA,2.28499452953393,1,"dry"
9158,"A1","H","Low",0,200,"Shorea waltonii","Swal","Swal1",30.9333333333333,30,56.374,12,NA,4.42499717514034,1,"dry"
9159,"A1","H","Low",0,240,"Shorea acuminatissima","Sacu","8MSacu2",28.5333333333333,30,56.374,12,NA,2.74,1,"dry"
9160,"A1","H","Low",0,280,"Shorea macroptera","Smac","Smac1",25.5333333333333,30,56.374,12,NA,3.41,1,"dry"
9161,"A1","H","Low",40,0,"Shorea seminis","Ssem","Ssem1",17.5333333333333,30,56.374,12,NA,3.68496947070122,1,"dry"
9162,"A1","H","Low",40,40,"Parashorea malaanonan","Pmal","12HPmal1a",18.7333333333333,30,56.374,12,NA,3.46,1,"dry"
9163,"A1","H","Low",40,80,"Shorea pauciflora","Spau","Spau1",21.0333333333333,30,56.374,12,NA,3.75499667110372,1,"dry"
9164,"A1","H","Low",40,120,"Shorea leprosula","Slep","8QSlep4m",18.5333333333333,30,56.374,12,NA,NA,NA,"dry"
9165,"A1","H","Low",40,160,"Shorea falciferoides","Sfal","Sfal1",21.8333333333333,30,56.374,12,NA,NA,0,"dry"
9166,"A1","H","Low",40,200,"Shorea smithiana","Ssmi","Ssmi4a",22.0333333333333,30,56.374,12,NA,6.17499797570817,1,"dry"
9167,"A1","H","Low",40,240,"Shorea macroptera","Smac","Smac1",23.5333333333333,30,56.374,12,NA,6.36499803613481,1,"dry"
9168,"A1","H","Low",40,280,"Shorea falciferoides","Sfal","Sfal1",22.9333333333333,30,56.374,12,NA,2.74,1,"dry"
9169,"A1","H","Low",80,0,"Shorea mecistopteryx","Smec","Smec1",15.0333333333333,30,56.374,12,NA,NA,1,"dry"
9170,"A1","H","Low",80,40,"Shorea beccariana","Sbec","Sbec1",17.2333333333333,30,56.374,12,NA,4.25998826289463,NA,"dry"
9171,"A1","H","Low",80,80,"Shorea xanthophylla","Sxan","11HSxan1a",18.2333333333333,30,56.374,12,NA,4.1399879226877,1,"dry"
9172,"A1","H","Low",80,120,"Dryobalanops lanceolata","Dry","Dry1",17.0333333333333,30,56.374,12,NA,3.86499676584599,1,"dry"
9173,"A1","H","Low",80,160,"Shorea pauciflora","Spau","Spau1",17.5333333333333,30,56.374,12,NA,3.41998538008571,1,"dry"
9174,"A1","H","Low",80,200,"Shorea parvifolia","Spar","9QSpar10",18.3333333333333,30,56.374,12,NA,2.98499581239237,1,"dry"
9175,"A1","H","Low",80,240,"Shorea macroptera","Smac","Smac1",19.5333333333333,30,56.374,12,NA,9.34999465240489,1,"dry"
9176,"A1","H","Low",80,280,"Shorea smithiana","Ssmi","Ssmi5a",21.0333333333333,30,56.374,12,NA,6.36499803613481,1,"dry"
9177,"A1","H","Low",120,0,"Shorea smithiana","Ssmi","Ssmi2m",12.9333333333333,30,56.374,12,NA,5.27499763033122,1,"dry"
9178,"A1","H","Low",120,40,"Parashorea malaanonan","Pmal","AllPmal1a",14.7333333333333,30,56.374,12,NA,4.1399879226877,1,"dry"
9179,"A1","H","Low",120,80,"Shorea acuminatissima","Sacu","9OSacu3",13.9333333333333,30,56.374,12,NA,3.94499683143092,1,"dry"
9180,"A1","H","Low",120,120,"Shorea mecistopteryx","Smec","Smec1",14.1333333333333,30,56.374,12,NA,7.81499840051167,1,"dry"
9181,"A1","H","Low",120,160,"Parashorea tomentella","Ptom","Allptom4a",14.0333333333333,30,56.374,12,NA,5.89499787955857,1,"dry"
9182,"A1","H","Low",120,200,"Shorea parvifolia","Spar","9PSpar2",15.5333333333333,30,56.374,12,NA,8.65999422632602,1,"dry"
9183,"A1","H","Low",120,240,"Shorea pauciflora","Spau","Spau1",13.5333333333333,30,56.374,12,NA,NA,NA,"dry"
9184,"A1","H","Low",120,280,"Shorea parvifolia","Spar","Spar1RDC",14.9333333333333,30,56.374,12,NA,3.4549963820531,1,"dry"
9185,"A1","H","Low",160,0,"Shorea seminis","Ssem","Ssem1",10.7333333333333,30,56.374,12,NA,4.35499712973499,1,"dry"
9186,"A1","H","Low",160,40,"Shorea beccariana","Sbec","Sbec1",15.0333333333333,30,56.374,12,NA,8.539947306629,1,"dry"
9187,"A1","H","Low",160,80,"Shorea falciferoides","Sfal","Sfal1",15.0333333333333,30,56.374,12,NA,7.67499837133533,1,"dry"
9188,"A1","H","Low",160,120,"Shorea waltonii","Swal","Swal1",15.9333333333333,30,56.374,12,NA,7.32498464162212,1,"dry"
9189,"A1","H","Low",160,160,"Shorea macroptera","Smac","Smac1",14.5333333333333,30,56.374,12,NA,3.82998694514746,1,"dry"
9190,"A1","H","Low",160,200,"Shorea beccariana","Sbec","Sbec1",13.8333333333333,30,56.374,12,NA,NA,NA,"dry"
9191,"A1","H","Low",160,240,"Dryobalanops lanceolata","Dry","Dry1",15.5333333333333,30,56.374,12,NA,NA,NA,"dry"
9192,"A1","H","Low",160,280,"Shorea mecistopteryx","Smec","Smec1",13.5333333333333,30,56.374,12,NA,NA,NA,"dry"
9193,"A1","H","Low",200,0,"Shorea acuminatissima","Sacu","8MSacu2",14.7333333333333,30,56.374,12,NA,2.11494680784175,1,"dry"
9194,"A1","H","Low",200,40,"Parashorea malaanonan","Pmal","9LPmal7m",14.5333333333333,30,56.374,12,NA,6.3149980205856,1,"dry"
9195,"A1","H","Low",200,80,"Shorea xanthophylla","Sxan","8LSxan10m",12.0333333333333,30,56.374,12,NA,2.41499482401102,0,"dry"
9196,"A1","H","Low",200,120,"Shorea gibbosa","Sgib","Sgib1",14.0333333333333,30,56.374,12,NA,2.72499541284018,1,"dry"
9197,"A1","H","Low",200,160,"Dryobalanops lanceolata","Dry","Dry1",14.5333333333333,30,56.374,12,NA,NA,NA,"dry"
9198,"A1","H","Low",200,200,"Shorea gibbosa","Sgib","Sgib1",13.1333333333333,30,56.374,12,NA,NA,NA,"dry"
9199,"A1","H","Low",200,240,"Shorea waltonii","Swal","Swal1",14.5333333333333,30,56.374,12,NA,6.35499803304454,1,"dry"
9200,"A1","H","Low",200,280,"Shorea falciferoides","Sfal","Sfal1",14.0333333333333,30,56.374,12,NA,2.21499435665195,1,"dry"
9201,"A1","H","Low",240,0,"Shorea seminis","Ssem","Ssem1",9.53333333333333,30,56.374,12,NA,5.26499762583042,1,"dry"
9202,"A1","H","Low",240,40,"Shorea leprosula","Slep","8PSlep2a",9.53333333333333,30,56.374,12,NA,9.13,1,"dry"
9203,"A1","H","Low",240,80,"Shorea leprosula","Slep","Slep1RDCm",10.5333333333333,30,56.374,12,NA,NA,NA,"dry"
9204,"A1","H","Low",240,120,"Shorea gibbosa","Sgib","Sgib1",11.0333333333333,30,56.374,12,NA,2.27499450548787,1,"dry"
9205,"A1","H","Low",240,160,"Parashorea tomentella","Ptom","9IPtom5m",12.9333333333333,30,56.374,12,NA,6.09499794913829,1,"dry"
9206,"A1","H","Low",240,200,"Shorea leprosula","Slep","12HSlep8a",15.0333333333333,30,56.374,12,NA,7.91499842071999,1,"dry"
9207,"A1","H","Low",240,240,"Shorea beccariana","Sbec","Sbec1",13.3333333333333,30,56.374,12,NA,5.49499772520426,1,"dry"
9208,"A1","H","Low",240,280,"Shorea seminis","Ssem","Ssem1",13.5333333333333,30,56.374,12,NA,6.28499801113731,1,"dry"
9209,"A1","H","Low",280,0,"Dryobalanops lanceolata","Dry","Dry1",11.2333333333333,30,56.374,12,NA,NA,NA,"dry"
9210,"A1","H","Low",280,40,"Shorea pauciflora","Spau","Spau1",10.0333333333333,30,56.374,12,NA,7.7349983839688,1,"dry"
9211,"A1","H","Low",280,80,"Shorea xanthophylla","Sxan","8MSxan3m",11.0333333333333,30,56.374,12,NA,NA,NA,"dry"
9212,"A1","H","Low",280,120,"Parashorea malaanonan","Pmal","8LPmal9m",13.5333333333333,30,56.374,12,NA,3.9799874371661,1,"dry"
9213,"A1","H","Low",280,160,"Parashorea tomentella","Ptom","PtomRDC2m",14.2333333333333,30,56.374,12,NA,6.38,1,"dry"
9214,"A1","H","Low",280,200,"Parashorea tomentella","Ptom","8LPtom6a",15.2333333333333,30,56.374,12,NA,NA,NA,"dry"
9215,"A1","H","Low",280,240,"Shorea xanthophylla","Sxan","9KSxan29a",19.5333333333333,30,56.374,12,NA,2.67499532709872,0,"dry"
9216,"A1","H","Low",280,280,"Shorea smithiana","Ssmi","9HSsmi4m",14.9333333333333,30,56.374,12,NA,NA,NA,"dry"
9217,"A2","I","High",0,0,"Shorea parvifolia","Spar","9QSpar10",122.093333333333,28,87.436,12,200,NA,1,"dry"
9218,"A2","I","High",0,40,"Shorea waltonii","Swal","Swal1",119.693333333333,28,87.436,12,465,NA,1,"dry"
9219,"A2","I","High",0,80,"Shorea xanthophylla","Sxan","9KSxan2a",119.793333333333,28,87.436,12,NA,NA,1,"dry"
9220,"A2","I","High",0,120,"Shorea leprosula","Slep","8PSlep2a",115.893333333333,28,87.436,12,132,NA,1,"dry"
9221,"A2","I","High",0,160,"Shorea seminis","Ssem","Ssem1",112.093333333333,28,87.436,12,NA,NA,1,"dry"
9222,"A2","I","High",0,200,"Shorea smithiana","Ssmi","Ssmi2m",112.893333333333,28,87.436,12,256,5.14493926106033,1,"dry"
9223,"A2","I","High",0,240,"Shorea parvifolia","Spar","Spar1RDC",114.193333333333,28,87.436,12,382,2.55487768787471,1,"dry"
9224,"A2","I","High",0,280,"Shorea falciferoides","Sfal","Sfal1",116.493333333333,28,87.436,12,NA,2.84992982369742,0,"dry"
9225,"A2","I","High",40,0,"Shorea smithiana","Ssmi","Ssmi5a",117.693333333333,28,87.436,12,260,6.10852682731279,1,"dry"
9226,"A2","I","High",40,40,"Shorea leprosula","Slep","Slep1RDCm",117.493333333333,28,87.436,12,190,3.96461851884894,1,"dry"
9227,"A2","I","High",40,80,"Parashorea tomentella","Ptom","PtomRDC2m",115.193333333333,28,87.436,12,220,4.18998806680878,1,"dry"
9228,"A2","I","High",40,120,"Parashorea tomentella","Ptom","9JPtom14m",115.493333333333,28,87.436,12,220,4.03642168262931,0,"dry"
9229,"A2","I","High",40,160,"Shorea acuminatissima","Sacu","8MSacu2",114.893333333333,28,87.436,12,NA,2.87308196889682,1,"dry"
9230,"A2","I","High",40,200,"Shorea falciferoides","Sfal","Sfal1",113.893333333333,28,87.436,12,336,NA,NA,"dry"
9231,"A2","I","High",40,240,"Shorea gibbosa","Sgib","Sgib1",115.193333333333,28,87.436,12,NA,NA,NA,"dry"
9232,"A2","I","High",40,280,"Shorea xanthophylla","Sxan","8LSxan10m",113.693333333333,28,87.436,12,NA,5.56438675866443,1,"dry"
